,problem_index,flip_problem,flip_shots,num1,num2,problem_msg,problem_tokens,response_repeat,response,prompt_tokens,completion_tokens,shots,model,system_prompt,problem_number_format,answer_number_format,num_spaces,num_trailing_spaces,num_shots,problem_rng_key,shots_rng_key
5246,26,False,False,439288219,390148286,"439,288,219+390,148,286=",12,0,"829,436,505",261,5,"850891682+818775493=1669667175,871679549+552525610=1424205159,577444593+672422833=1249867426,998505542+206233059=1204738601,743318203+681735609=1425053812,590821710+661014995=1251836705,207982634+353411457=561394091,763356681+985723128=1749079809",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5247,27,False,False,7859788,7979386,"785,978,8+797,938,6=",12,0,"1583,917,4",247,6,"4948832+5028977=9977809,6833555+8463743=15297298,8880922+8300099=17181021,4195263+9674667=13869930,7508270+2841301=10349571,9978662+4852835=14831497,9811306+9957143=19768449,5053972+1535152=6589124",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5248,28,False,False,5746685,74617405,"574,668,5+746,174,05=",12,0,"1,320,842.55",247,7,"5824878+45921907=51746785,4868265+29380011=34248276,3535518+74744646=78280164,5106226+98301593=103407819,6484037+99751155=106235192,3510431+57973547=61483978,2926166+70093756=73019922,4876949+31364543=36241492",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5249,29,False,False,1227763,881768096,"122,776,3+881,768,096=",12,0,"881,890,459",247,5,"2927602+849491601=852419203,7736384+878770775=886507159,8407389+323401954=331809343,7903957+111816995=119720952,5959928+351849124=357809052,2366439+367544656=369911095,1152097+176609908=177762005,5913057+879619947=885533004",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5250,30,False,False,28696832,1516385,"286,968,32+151,638,5=",12,0,"438,606,17",247,5,"65979207+7373298=73352505,66173362+9393728=75567090,94590612+5748114=100338726,65075761+1502778=66578539,65763336+2636618=68399954,47841242+6440375=54281617,49613125+8883959=58497084,88247750+2086620=90334370",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5251,31,False,False,86669258,60294542,"866,692,58+602,945,42=",12,0,"1,469,638,00",247,7,"39815456+81051252=120866708,90673119+43208526=133881645,40223616+76946418=117170034,51094837+82559296=133654133,65556381+88048832=153605213,41246727+22714120=63960847,62569653+76246541=138816194,55471114+53217247=108688361",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5252,32,False,False,26269523,860417848,"262,695,23+860,417,848=",12,0,"860,680,543",247,5,"61605669+168904673=230510342,20555089+425668771=446223860,58527414+636733370=695260784,14576458+318562465=333138923,25479857+926352855=951832712,10529794+793928642=804458436,15887069+202986084=218873153,50896535+308701825=359598360",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5253,33,False,False,288317111,6719702,"288,317,111+671,970,2=",12,0,"699,014,813",247,5,"686863889+9673253=696537142,201739801+3162626=204902427,142876209+1230310=144106519,956054076+2856181=958910257,336639035+9167194=345806229,596495635+3170554=599666189,400145611+9277210=409422821,637958580+8022852=645981432",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5254,34,False,False,375974393,17570295,"375,974,393+175,702,95=",12,0,"551,677,348",249,5,"430913312+38332628=469245940,871062598+76153616=947216214,418326452+15077784=433404236,990683476+59264218=1049947694,377338626+72345689=449684315,152773113+25686526=178459639,403529612+63860965=467390577,801975769+30936188=832911957",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5255,35,False,False,702855193,392159457,"702,855,193+392,159,457=",12,0,"1,094,014,650",257,7,"314815507+847724851=1162540358,433126256+298575709=731701965,189692010+813315573=1003007583,321092015+254289604=575381619,703652689+690931793=1394584482,499100563+310026232=809126795,741855201+335770951=1077626152,764517999+246891935=1011409934",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5256,36,False,False,8293063,5579292,"829,306,3+557,929,2=",12,0,"138,823,85",247,5,"7818879+3026411=10845290,2841604+8962029=11803633,8997190+3033413=12030603,3295630+8621558=11917188,9548138+5658672=15206810,2272712+1413118=3685830,4200219+1181967=5382186,9608561+9867773=19476334",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5257,37,False,False,8677809,26959317,"867,780,9+269,593,17=",12,0,"1,137,374,07",247,7,"4295505+63692582=67988087,3880958+26658639=30539597,6417426+30974601=37392027,6795584+38893722=45689306,7319262+87445159=94764421,1906096+17129617=19035713,3274833+24217238=27492071,9259782+20265492=29525274",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5258,38,False,False,9709796,498497748,"970,979,6+498,497,748=",12,0,"1,469,477,694",247,7,"9889546+346257602=356147148,8862105+474037175=482899280,1883782+321295768=323179550,4408134+854335457=858743591,5170088+580820901=585990989,6204490+423356374=429560864,9979424+273284829=283264253,2632653+737068694=739701347",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5259,39,False,False,83954275,8324636,"839,542,75+832,463,6=",12,0,"1,672,006,35",247,7,"97611890+5176975=102788865,13119038+9141121=22260159,89696805+4165861=93862666,24935375+4873938=29809313,78595833+4949614=83545447,58276266+7270493=65546759,27399127+2098516=29497643,66380852+2620507=69001359",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5260,40,False,False,84038950,59508035,"840,389,50+595,080,35=",12,0,"1,435,469,85",247,7,"47582646+46818027=94400673,58125531+83831145=141956676,12099735+13204910=25304645,94247049+49833915=144080964,50954840+43899331=94854171,86428986+49037565=135466551,99152099+99919851=199071950,37191303+86242071=123433374",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5261,41,False,False,47706879,737397363,"477,068,79+737,397,363=",12,0,"1,214,466,142",247,7,"49960721+692773758=742734479,11910709+211403119=223313828,10080664+930327986=940408650,20953391+639460056=660413447,12589516+213750693=226340209,57246658+188001613=245248271,65574097+225578515=291152612,77177070+903972113=981149183",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5262,42,False,False,975019769,8584821,"975,019,769+858,482,1=",12,0,"1,833,501,890",247,7,"406258280+2053741=408312021,128824779+4830299=133655078,357895157+2682205=360577362,904506393+9729352=914235745,263068082+9330108=272398190,828928935+8278144=837207079,264460126+6465797=270925923,355621456+6668203=362289659",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5263,43,False,False,764100366,12205532,"764,100,366+122,055,32=",12,0,"886,155,686",247,5,"593726564+18909835=612636399,562919547+68332979=631252526,788830399+51537648=840368047,482462210+48600006=531062216,640351954+34154555=674506509,154057823+70954676=225012499,114589784+22301483=136891267,771985610+10272425=782258035",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5264,44,False,False,325038684,314311216,"325,038,684+314,311,216=",12,0,"639,349,900",255,5,"250150544+980356672=1230507216,372582441+519499522=892081963,421821165+665321531=1087142696,941673085+327442008=1269115093,451132889+542571883=993704772,730869266+441476884=1172346150,533626970+386036619=919663589,283209045+695907785=979116830",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5265,45,False,False,3626898,8897740,"362,689,8+889,774,0=",12,0,"1,252,463,8",247,7,"6284258+5831883=12116141,9774644+9193608=18968252,9833973+6665374=16499347,3985006+4611972=8596978,1279598+6587590=7867188,6625182+6619468=13244650,5274705+3945877=9220582,4336732+3280633=7617365",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5266,46,False,False,3654384,90928948,"365,438,4+909,289,48=",12,0,"1,274,727,52",247,7,"9688389+24136933=33825322,4380462+16893422=21273884,9447493+51027319=60474812,6771357+16986310=23757667,3775640+16135444=19911084,8665013+83038634=91703647,1038528+42233751=43272279,5331057+20824094=26155151",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5267,47,False,False,5215841,248222037,"521,584,1+248,222,037=",12,0,"769,806,178",247,5,"6223182+459710629=465933811,9306677+666254631=675561308,5243360+742708319=747951679,8814134+861740433=870554567,4276503+149735518=154012021,5231562+697151797=702383359,7602029+376865715=384467744,9626461+649837759=659464220",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5268,48,False,False,83213051,3277055,"832,130,51+327,705,5=",12,0,"1,159,836,56",247,7,"32801253+2166421=34967674,28850216+3144879=31995095,90041303+9102071=99143374,92011098+6157417=98168515,11363927+2516250=13880177,52376014+8437380=60813394,11218791+7942317=19161108,20872117+1399070=22271187",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5269,49,False,False,97302597,72197177,"973,025,97+721,971,77=",12,0,"1,695,997,74",247,7,"96435897+31112674=127548571,69176225+57044052=126220277,91100503+57060457=148160960,46939046+30389376=77328422,10609098+10123317=20732415,56455963+79987445=136443408,10837186+60321486=71158672,26757107+84654767=111411874",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5270,50,False,False,43522959,626053173,"435,229,59+626,053,173=",12,0,"661,282,732",249,5,"55053204+667304136=722357340,15960054+143201872=159161926,90285233+997427621=1087712854,34202491+442318145=476520636,95484415+669005123=764489538,99641890+506520740=606162630,23385770+307782013=331167783,41935038+121018035=162953073",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5271,51,False,False,810599385,6461223,"810,599,385+646,122,3=",12,0,"1,456,721,608",247,7,"173583973+4423667=178007640,482396503+5182795=487579298,719310242+7760003=727070245,183993997+1890981=185884978,710219626+4140018=714359644,247168294+5109976=252278270,797494278+8002524=805496802,463693387+2307449=466000836",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5272,52,False,False,368321110,61308300,"368,321,110+613,083,00=",12,0,"981,404,110",249,5,"384738506+42996942=427735448,645992381+36579030=682571411,783410474+29159623=812570097,541116867+83360260=624477127,223134064+47699268=270833332,925623091+95431310=1021054401,245719494+98512092=344231586,428447377+77303392=505750769",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5273,53,False,False,347634465,156805150,"347,634,465+156,805,150=",12,0,"504,439,615",257,5,"959997800+326471959=1286469759,435348098+270640289=705988387,294911771+455785230=750697001,229733324+862338278=1092071602,802331781+295729647=1098061428,573333951+785096018=1358429969,429650486+850687590=1280338076,440557462+306918801=747476263",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5274,54,False,False,8980889,7917286,"898,088,9+791,728,6=",12,0,"168,881,75",247,5,"4657764+7704933=12362697,7253435+4415056=11668491,4575519+3586826=8162345,7767730+5136336=12904066,6022110+2901757=8923867,8914318+4226593=13140911,5810870+4616520=10427390,3061462+8859695=11921157",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5275,55,False,False,3149015,51428634,"314,901,5+514,286,34=",12,0,"829,187,49",247,5,"8163048+63801046=71964094,8968989+50651729=59620718,4404951+96432280=100837231,3523629+41225726=44749355,4921621+53152702=58074323,7681330+99579534=107260864,7845572+62832068=70677640,9819610+93461686=103281296",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5276,56,False,False,3132772,920969091,"313,277,2+920,969,091=",12,0,"921,282,363",247,5,"7324034+276722468=284046502,7533251+818141344=825674595,7897075+587196907=595093982,4661331+320147561=324808892,8463030+837122928=845585958,7633018+867869458=875502476,7123520+789659026=796782546,2850836+389230629=392081465",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5277,57,False,False,15986434,1392246,"159,864,34+139,224,6=",12,0,"299,088,94",247,5,"43273595+8718973=51992568,58183630+8777189=66960819,58778808+1448824=60227632,13301703+3157900=16459603,80332429+7759650=88092079,64382611+5007512=69390123,24661353+7658867=32320220,81570535+1840270=83410805",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5278,58,False,False,48951570,94029536,"489,515,70+940,295,36=",12,0,"1,429,811,06",247,7,"12652270+23134735=35787005,75876706+72873517=148750223,10706333+71960512=82666845,58111931+89945432=148057363,40295155+94657978=134953133,97768730+18602177=116370907,13996873+36366687=50363560,37544535+98607950=136152485",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5279,59,False,False,22063662,572653085,"220,636,62+572,653,085=",12,0,"573,873,747",247,5,"81022812+709428250=790451062,41728775+132105943=173834718,61226303+335045261=396271564,29013852+503413667=532427519,30172407+528251663=558424070,35928404+806738294=842666698,68832615+217423660=286256275,12648417+108142569=120790986",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5280,60,False,False,291062901,3723758,"291,062,901+372,375,8=",12,0,"663,438,859",247,5,"215951813+6176405=222128218,233331727+5691375=239023102,343689307+5850094=349539401,232905340+8234913=241140253,388347976+5424638=393772614,334642027+5160930=339802957,670258140+8163738=678421878,464279630+4918035=469197665",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5281,61,False,False,117221765,47622549,"117,221,765+476,225,49=",12,0,"593,447,314",247,5,"852586415+41886690=894473105,414029412+57725753=471755165,624936101+60011952=684948053,668026633+92283943=760310576,651504492+19250540=670755032,301551480+56071571=357623051,188242808+36362084=224604892,679351645+23224154=702575799",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5282,62,False,False,730626411,467731809,"730,626,411+467,731,809=",12,0,"1,198,358,220",253,7,"664897075+180991758=845888833,385103924+223761486=608865410,434712138+733682809=1168394947,604076159+362904240=966980399,356963548+412187844=769151392,784480245+134233200=918713445,380726395+954166843=1334893238,838737776+831815269=1670553045",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5283,63,False,False,3714885,7521962,"371,488,5+752,196,2=",12,0,"1,123,684,7",247,7,"6118435+4530783=10649218,7948532+3603352=11551884,3135422+2429252=5564674,4061288+5696616=9757904,4159395+5036971=9196366,2763866+8661298=11425164,1709711+3782634=5492345,7799978+2613632=10413610",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5284,64,False,False,9006484,53267652,"900,648,4+532,676,52=",12,0,"1,433,324,92",247,7,"5488156+32269507=37757663,5901579+60389699=66291278,7450511+98942047=106392558,7076343+85487521=92563864,1903467+55233940=57137407,7559842+83385641=90945483,2319597+42613514=44933111,5083058+94229518=99312576",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5285,65,False,False,5222029,198699994,"522,202,9+198,699,994=",12,0,"720,902,903",247,5,"5565553+872630824=878196377,8392334+875174688=883567022,6168111+722097756=728265867,6777422+609152444=615929866,7203617+579873622=587077239,5358198+179640817=184999015,6124511+454497734=460622245,6128863+338130713=344259576",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5286,66,False,False,64833346,1716892,"648,333,46+171,689,2=",12,0,"820,002,26",247,5,"47328937+8188736=55517673,44832083+4489904=49321987,41410457+6947759=48358216,34967022+9974507=44941529,98886778+4530787=103417565,20146996+9499569=29646565,44740654+3500428=48241082,22792109+4602970=27395079",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5287,67,False,False,10226838,45688794,"102,268,38+456,887,94=",12,0,"559,156,32",247,5,"14156191+10637918=24794109,23601186+67529716=91130902,63204262+40333651=103537913,22115377+26714836=48830213,85969773+21372939=107342712,49097583+58259435=107357018,45174589+82583282=127757871,20219028+99166718=119385746",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5288,68,False,False,49922028,225780966,"499,220,28+225,780,966=",12,0,"225,280,994",247,5,"88344675+106606434=194951109,60334994+526471481=586806475,30190030+665247963=695437993,16960396+298649780=315610176,58038330+720673583=778711913,44687856+435345339=480033195,86203508+249052778=335256286,91698931+130044050=221742981",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5289,69,False,False,131742199,8562138,"131,742,199+856,213,8=",12,0,"987,836,397",249,5,"912971154+4864640=917835794,632562328+3827870=636390198,997562153+3662798=1001224951,303538038+5324483=308862521,687007327+1903137=688910464,393921703+4802183=398723886,930872496+3187625=934060121,510313219+2640752=512953971",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5290,70,False,False,144889651,97098489,"144,889,651+970,984,89=",12,0,"1,115,874,540",249,7,"333979932+69107819=403087751,987833752+20441404=1008275156,272525991+85466375=357992366,243880996+85035045=328916041,641204309+92963579=734167888,952281331+31314384=983595715,388949513+73497449=462446962,320722356+28558958=349281314",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5291,71,False,False,167544901,475350920,"167,544,901+475,350,920=",12,0,"642,895,821",261,5,"984925326+464489080=1449414406,473973788+872321648=1346295436,952884572+436314952=1389199524,782372305+536177424=1318549729,931709333+341103597=1272812930,454939183+530815599=985754782,831751414+274054470=1105805884,255716805+897119988=1152836793",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
5292,72,False,False,9374668,6122542,"937,466,8+612,254,2=",12,0,"1,549,721,0",247,7,"6432345+7589485=14021830,9005886+6061339=15067225,2840609+6411611=9252220,2405177+2384821=4789998,4137110+7507958=11645068,3525664+9458097=12983761,6771592+1269046=8040638,2753595+9603822=12357417",gpt-3.5-turbo-0301,You are a helpful assistant.,comma_l2r,comma_l2r,0,0,8,0,1
